,available_beds_without_oxygen,hospital_name,amc_available_beds_with_oxygen,district,amc_occupied_beds_without_oxygen,private_occupied_beds_with_oxygen,available_icu_beds_with_ventilator,private_available_icu_beds_without_ventilator,available_icu_beds_without_ventilator,private_occupied_beds_without_oxygen,hospital_address,amc_occupied_beds_with_oxygen,private_available_beds_without_oxygen,private_occupied_icu_beds_without_ventilator,total_beds_with_oxygen,total_beds_without_oxygen,amc_available_beds_without_oxygen,area,total_icu_beds_with_ventilator,pincode,private_occupied_icu_beds_with_ventilator,amc_available_icu_beds_with_ventilator,amc_occupied_icu_beds_without_ventilator,amc_occupied_icu_beds_with_ventilator,available_beds_with_oxygen,amc_available_icu_beds_without_ventilator,private_available_beds_with_oxygen,total_icu_beds_without_ventilator,private_available_icu_beds_with_ventilator,hospital_phone,last_updated_on,hospital_poc_phone,charges,__delete__,hospital_poc_name,hospital_poc_designation,total_beds_allocated_to_covid,state,hospital_category,hospital_poc_email,facility_id,fee_regulated_beds,Notes,available_beds_allocated_to_covid,officer_name,officer_designation,bed_breakup,last_updated_time,last_updated_date
3896,7,SRI RAMA KRISHNA HOSPITAL-KACHIGUDA,,Hyderabad,,,0,,-1,,,,,,7,7,,Hyderabad,0,,,,,,7,,,-1,,"9986618040,  9246344044",1621738753000.0,,,,,,,,,,,,,,,,,08:29:13 AM,23/05/2021
3897,5,SRI SAI SRINIVASA SPECIALITY HOSPITALS PVT LTD-HYDERABAD ,,Hyderabad,,,0,,-1,,"3-5-1082/A, Keshav Memorial Lane, beside Deepak Theatre, Hari Vihar Colony, Bhawani Nagar, Narayanguda, Hyderabad, Telangana 500029, India",,,,10,9,,Hyderabad,0,500029,,,,,4,,,-1,,9700333337\9059549665,1621756578000.0,,,,,,,,,,,,,,,,,01:26:18 PM,23/05/2021
3898,0,"Sri Tirumala Maternity & Nursing Home-Sitafalmandi, Secunderabad",,Hyderabad,,,0,,-1,,,,,,25,0,,Hyderabad,0,,,,,,22,,,-1,,"9959321450,",1621738072000.0,,,,,,,,,,,,,,,,,08:17:52 AM,23/05/2021
3899,8,SRI VCARE MULTI SPECIALITY HOSPITAL ,,Hyderabad,,,10,,-1,,,,,,10,10,,Hyderabad,10,,,,,,8,,,-1,,--,1621753310000.0,,,,,,,,,,,,,,,,,12:31:50 PM,23/05/2021
3900,20,ST THERESA HOSPITAL,,Hyderabad,,,6,,-1,,"Erragadda Main Rd, opposite Erragadda Rythu Bazar, Jet Colony, Sanath Nagar, Hyderabad, Telangana 500018, India",,,,36,30,,Hyderabad,9,500018,,,,,3,,,-1,,9032067678,1621740071000.0,,,,,,,,,,,,,,,,,08:51:11 AM,23/05/2021
3901,7,"SUNRIDGE MULTI SPECIALITY HOSPITAL-MOTINAGAR,HYDERABAD",,Hyderabad,,,5,,-1,,,,,,11,11,,Hyderabad,13,,,,,,6,,,-1,,"9391458613,  8247681640",1621740660000.0,,,,,,,,,,,,,,,,,09:01:00 AM,23/05/2021
3902,23,SUNSHINE HOSPITAL,,Karimnagar,,,2,,-1,,"Vavilalapally, Karimnagar, Telangana 505001, India",,,,151,30,,Karimnagar,50,505001,,,,,64,,,-1,,9849991319/9100043229,1621754129000.0,,,,,,,,,,,,,,,,,12:45:29 PM,23/05/2021
3903,11,"SVS HOSPITALS PVT. LTD., ",,Hyderabad,,,2,,-1,,"Old Manjeera Hotel, Chappal Bazar Rd Number 1, Sai Nanditha Enclave, Chappal Bazar, Kachiguda, Hyderabad, Telangana 500027, India",,,,20,12,,Hyderabad,18,500027,,,,,12,,,-1,,9246297659,1621746581000.0,,,,,,,,,,,,,,,,,10:39:41 AM,23/05/2021
3904,1,SWARAG HEALTHCARE SERVICES PVT LTD-SOMAJIGUDA,,Hyderabad,,,0,,-1,,,,,,4,4,,Hyderabad,0,,,,,,2,,,-1,,7602777935,1621741313000.0,,,,,,,,,,,,,,,,,09:11:53 AM,23/05/2021
3905,1,SWASA HOSPITAL,,Hyderabad,,,0,,-1,,"beside Narayanguda Flyover, next to Taj Mahal Hotel, Narayanguda, Hyderabad, Telangana 500029, India",,,,15,5,,Hyderabad,0,500029,,,,,7,,,-1,,9676760000,1621736354000.0,,,,,,,,,,,,,,,,,07:49:14 AM,23/05/2021
3906,0,TAVNIR HOSPITAL ,,Hyderabad,,,0,,-1,,"8-3-833, Plot No. 100, 1st Phase Road, Sagar Society, Sri Nagar Colony, Kamalapuri Colony, Banjara Hills, Hyderabad, Telangana 500073, India",,,,4,6,,Hyderabad,5,500073,,,,,0,,,-1,,9951911155,1621753368000.0,,,,,,,,,,,,,,,,,12:32:48 PM,23/05/2021
3907,13,THE DECCAN HOSPITAL (A UNIT OF PARK HEALTH SYSTEMS PVT. LTD ,,Hyderabad,,,7,,-1,,,,,,19,18,,Hyderabad,38,,,,,,10,,,-1,,"9000039595, 04033108108",1621739330000.0,,,,,,,,,,,,,,,,,08:38:50 AM,23/05/2021
3908,0,THUMBAY HOSPITAL NEW LIFE A UNIT OF THUMBAY HOSPITAL INDIA PVT. LTD.,,Hyderabad,,,0,,-1,,"16-6-104 to 109, Old Kamal Theater Complex Chaderghat Road, Opp Niagara Hotel, Osmanpura Colony, Chaderghat, Malakpet, Hyderabad, Telangana 500024, India",,,,15,2,,Hyderabad,83,500024,,,,,0,,,-1,,9642334949,1621751639000.0,,,,,,,,,,,,,,,,,12:03:59 PM,23/05/2021
3909,5,TRICOLOUR HOSPITAL & CRITICAL CARE - AMEERPET,,Hyderabad,,,0,,-1,,"2-2-74 & 75, Amberpet Main Rd, opp. maruti suzuki service center, Bharat Nagar, Amberpet, Hyderabad, Telangana 500013, India",,,,14,10,,Hyderabad,6,500013,,,,,1,,,-1,,9949375536,1621728962000.0,,,,,,,,,,,,,,,,,05:46:02 AM,23/05/2021
3910,0,TX-KACHIGUDA,,Hyderabad,,,6,,-1,,"3-2-841/1, Kachiguda Station Rd, Mahalaxmi Nilayam, Kachiguda, Hyderabad, Telangana 500027, India",,,,53,20,,Hyderabad,28,500027,,,,,13,,,-1,,9701667662,1621742600000.0,,,,,,,,,,,,,,,,,09:33:20 AM,23/05/2021
3911,4,UDAI OMNI HOSPITAL - NAMPALLY,,Hyderabad,,,3,,-1,,"5-9-92, A/1, Chapel Rd, near Fateh Maidan, Fateh Maidan, Abids, Hyderabad, Telangana 500001, India",,,,19,7,,Hyderabad,14,500001,,,,,9,,,-1,,9951493415,1621752025000.0,,,,,,,,,,,,,,,,,12:10:25 PM,23/05/2021
3912,6,UNIMED HEALTHCARE PVT- LTD STAR HOSPITALS,,Hyderabad,,,0,,-1,,"A Unit of Unimed Healthcare Private Limited, 8-2-596, Banjara Hills Rd Number 10, Gaffar Khan Colony, Banjara Hills, Hyderabad, Telangana 500034, India",,,,42,45,,Hyderabad,18,500034,,,,,8,,,-1,,7982144457,1621747664000.0,,,,,,,,,,,,,,,,,10:57:44 AM,23/05/2021
3913,0,VASAVI HOSPITAL - LAKDIKAPUL,,Hyderabad,,,0,,-1,,"Khairtabad Market Rd, Central Secretariat, Khairtabad, Hyderabad, Telangana 500004, India",,,,47,0,,Hyderabad,15,500004,,,,,17,,,-1,,9848120104,1621696705000.0,,,,,,,,,,,,,,,,,08:48:25 PM,22/05/2021
3914,6,VASCULAR CARE CENTRE - SOMAJIGUDA,,Hyderabad,,,1,,-1,,,,,,6,6,,Hyderabad,8,,,,,,6,,,-1,,"9542300060, 9100560241",1621738625000.0,,,,,,,,,,,,,,,,,08:27:05 AM,23/05/2021
3915,8,VCARE HOSPITAL - AMEERPET,,Hyderabad,,,1,,-1,,,,,,15,10,,Hyderabad,8,,,,,,2,,,-1,,--,1621754571000.0,,,,,,,,,,,,,,,,,12:52:51 PM,23/05/2021
3916,21,VIJAYA HEALTH TRUST - KUMMARIGUDA,,Hyderabad,,,0,,-1,,"73, Red Cross Road, Shivaji Nagar, Secunderabad, Telangana 500003, India",,,,22,40,,Hyderabad,8,500003,,,,,2,,,-1,,8335084693,1621735266000.0,,,,,,,,,,,,,,,,,07:31:06 AM,23/05/2021
3917,0,VINN HOSPITAL - BEGUMPET,,Hyderabad,,,0,,-1,,"7-1-21, Railway Station Rd, opp. Metro Station Begumpet, Uma Nagar, Begumpet, Hyderabad, Telangana 500016, India",,,,60,0,,Hyderabad,60,500016,,,,,0,,,-1,,7993360813,1621730769000.0,,,,,,,,,,,,,,,,,06:16:09 AM,23/05/2021
3918,0,VIRINCHI HEALTH CARE PVT. LTD. ,,Hyderabad,,,0,,-1,,,,,,66,0,,Hyderabad,61,,,,,,2,,,-1,,"9848386307, 9100957701",1621751513000.0,,,,,,,,,,,,,,,,,12:01:53 PM,23/05/2021
3919,8,VIVEKANANDA-BEGUMPET,,Hyderabad,,,1,,-1,,"6-3-871/A, Greenlands Road Behind Snehalatha Complex, Punjagutta Officers Colony, Begumpet, Hyderabad, Telangana 500016, India",,,,12,15,,Hyderabad,6,500016,,,,,5,,,-1,,9948268778,1621737210000.0,,,,,,,,,,,,,,,,,08:03:30 AM,23/05/2021
3920,0,WELLNESS HOSPITAL - AMEERPET,,Hyderabad,,,0,,-1,,"7-1-79/A & B, Dharam Karan Road,, OPP Monister.com, Ameerpet, Swathi Avenue, Ameerpet, Hyderabad, Telangana 500016, India",,,,5,5,,Hyderabad,10,500016,,,,,0,,,-1,,9490667172,1621737030000.0,,,,,,,,,,,,,,,,,08:00:30 AM,23/05/2021
3921,7,"WOODLANDS HOSPITAL, A MULTI SPECIALITY CENTRE, ",,Hyderabad,,,0,,-1,,"Barkatpura Rd, Opp EPF Office, Barkatpura, Kachiguda, Hyderabad, Telangana 500027, India",,,,12,12,,Hyderabad,10,500027,,,,,6,,,-1,,9885099998,1621745463000.0,,,,,,,,,,,,,,,,,10:21:03 AM,23/05/2021
3922,55,"YASHODA HEALTH CARE SERVICES PVT LTD, ",,Hyderabad,,,0,,-1,,,,,,31,153,,Hyderabad,76,,,,,,0,,,-1,,"9989975559, 9390006070",1621680506000.0,,,,,,,,,,,,,,,,,04:18:26 PM,22/05/2021
3923,6,YASHODA HOSPITALS - SECUNDERABAD,,Hyderabad,,,0,,-1,,,,,,150,148,,Hyderabad,110,,,,,,0,,,-1,,"9989975559, 9390006070, 9849522440",1621737519000.0,,,,,,,,,,,,,,,,,08:08:39 AM,23/05/2021
3924,0,YASHODA HOSPITALS - SOMAJIGUDA,,Hyderabad,,,0,,-1,,,,,,168,80,,Hyderabad,83,,,,,,0,,,-1,,9989975559/9390006070,1621564775000.0,,,,,,,,,,,,,,,,,08:09:35 AM,21/05/2021
3925,0,ZOI HOSPITAL - SOMAJIGUDA,,Hyderabad,,,7,,-1,,"Plot No. 6-3-1106/1/A, Raj Bhavan Rd, Nishat Bagh Colony, Somajiguda, Hyderabad, Telangana 500082, India",,,,34,0,,Hyderabad,16,500082,,,,,12,,,-1,,9849029580,1621762121000.0,,,,,,,,,,,,,,,,,02:58:41 PM,23/05/2021
3926,2,ADHITYA HOSPITAL,,Warangal Urban,,,7,,-1,,"Warangal- Opposite Police Parade Grounds, Opposite Police Head Quarters, Kishanpura, Hanamkonda, Telangana 506001, India",,,,5,4,,Warangal Urban,7,506001,,,,,3,,,-1,,9885033259,1621739228000.0,,,,,,,,,,,,,,,,,08:37:08 AM,23/05/2021
3927,6,AMRITA TRINETRA MULTI SPECIALITY  HOSPITAL,,Jagtial,,,1,,-1,,"Gollapally Rd, Ashok Nagar, Krishnanagar, Jagtial, Telangana 505327, India",,,,10,8,,Jagtial,2,505327,,,,,5,,,-1,,9849099669,1621751240000.0,,,,,,,,,,,,,,,,,11:57:20 AM,23/05/2021
3928,10,FORTUNE SIGMA MULTI SPECILITY HOSPITAL,,Jagtial,,,0,,-1,,"7-6-196, Gollapally Rd, beside LIC OFFICE, Ashok Nagar, Krishnanagar, Jagtial, Telangana 505327, India",,,,5,20,,Jagtial,0,505327,,,,,2,,,-1,,9807104108,1621743968000.0,,,,,,,,,,,,,,,,,09:56:08 AM,23/05/2021
3929,2,HANSHI HOSPITAL - JAGITYAL,,Jagtial,,,0,,-1,,"Pochammawada, Jagtial, Telangana 505327, India",,,,18,6,,Jagtial,6,505327,,,,,2,,,-1,,9949715795,1621743064000.0,,,,,,,,,,,,,,,,,09:41:04 AM,23/05/2021
3930,0,JANAKI CHEST HOSPITAL,,Jagtial,,,0,,-1,,"Jambigadde Rd, Krishnanagar, Jagtial, Telangana 505327, India",,,,6,0,,Jagtial,4,505327,,,,,0,,,-1,,8125299189,1621742968000.0,,,,,,,,,,,,,,,,,09:39:28 AM,23/05/2021
3931,0,JYOTHI HOSPITAL-JAGTIAL,,Jagtial,,,3,,-1,,,,,,6,0,,Jagtial,4,,,,,,4,,,-1,,9963254525,1621705876000.0,,,,,,,,,,,,,,,,,11:21:16 PM,22/05/2021
3932,3,KESHAVA HOSPITAL,,Jagtial,,,2,,-1,,"Gollapally Rd, Ashok Nagar, Krishnanagar, Jagtial, Telangana 505327, India",,,,4,4,,Jagtial,2,505327,,,,,4,,,-1,,9989469022,1621595019000.0,,,,,,,,,,,,,,,,,04:33:39 PM,21/05/2021
3933,4,MANA HOSPITAL-METPALLY,,Jagtial,,,4,,-1,,,,,,2,4,,Jagtial,4,,,,,,2,,,-1,,7202576660,1621663258000.0,,,,,,,,,,,,,,,,,11:30:58 AM,22/05/2021
3934,5,MANIKANTA HOSPITAL ,,Jagtial,,,0,,-1,,"Krishnanagar, Jagtial, Telangana 505327, India",,,,10,5,,Jagtial,5,505327,,,,,7,,,-1,,9848067077,1621742401000.0,,,,,,,,,,,,,,,,,09:30:01 AM,23/05/2021
3935,3,MEENAKSHI HOSPITAL,,Karimnagar,,,3,,-1,,"Old employment office chowrastha, 3, Prashanth Nagar Rd, Christian Colony, Karimnagar, Telangana 505001, India",,,,4,4,,Karimnagar,3,505001,,,,,1,,,-1,,--,1621646910000.0,,,,,,,,,,,,,,,,,06:58:30 AM,22/05/2021
3936,5,SAI KRISHNA HOSPITAL-JAGTIAL,,Jagtial,,,0,,-1,,,,,,5,5,,Jagtial,0,,,,,,1,,,-1,,9618939334,1621742678000.0,,,,,,,,,,,,,,,,,09:34:38 AM,23/05/2021
3937,6,SRI GAYATRI HOSPITAL-METPALLY,,Jagtial,,,8,,-1,,,,,,5,7,,Jagtial,8,,,,,,2,,,-1,,9059108108,1621744289000.0,,,,,,,,,,,,,,,,,10:01:29 AM,23/05/2021
3938,4,SRI LALITHA HOSPITAL-METPALLY,,Jagtial,,,4,,-1,,,,,,2,4,,Jagtial,4,,,,,,2,,,-1,,8143298968,1621744303000.0,,,,,,,,,,,,,,,,,10:01:43 AM,23/05/2021
3939,7,SRI LAXMI HOSPITAL-KORUTLA,,Jagtial,,,0,,-1,,,,,,3,7,,Jagtial,0,,,,,,3,,,-1,,8686869176,1621168358000.0,,,,,,,,,,,,,,,,,06:02:38 PM,16/05/2021
3940,16,SRI MITHRA HOSPITAL,,Jagtial,,,0,,-1,,"Dharmapuri Bypass Rd, Krishnanagar, Jagtial, Telangana 505327, India",,,,8,16,,Jagtial,6,505327,,,,,1,,,-1,,9052400987,1621745040000.0,,,,,,,,,,,,,,,,,10:14:00 AM,23/05/2021
3941,3,SRI RAJANNA HOSPITAL,,Jagtial,,,0,,-1,,,,,,4,6,,Jagtial,0,,,,,,2,,,-1,,--,1621745175000.0,,,,,,,,,,,,,,,,,10:16:15 AM,23/05/2021
3942,14,SRI SAI PRAJA HOSPITAL-METPALLY,,Jagtial,,,0,,-1,,,,,,5,15,,Jagtial,0,,,,,,4,,,-1,,9866628502,1621740066000.0,,,,,,,,,,,,,,,,,08:51:06 AM,23/05/2021
3943,0,SRI SURAKHA HOSPITAL-JAGITYAL,,Jagtial,,,0,,-1,,,,,,9,0,,Jagtial,10,,,,,,5,,,-1,,9989911141,1621760544000.0,,,,,,,,,,,,,,,,,02:32:24 PM,23/05/2021
3944,4,SRI SURYA HOSPITAL-JAGTIAL,,Jagtial,,,1,,-1,,,,,,5,10,,Jagtial,5,,,,,,4,,,-1,,9666243111,1621744478000.0,,,,,,,,,,,,,,,,,10:04:38 AM,23/05/2021
3945,3,SRI THIRUMALA HOSPITAL-KORUTLA,,Jagtial,,,2,,-1,,,,,,4,3,,Jagtial,4,,,,,,3,,,-1,,8074813993,1621742408000.0,,,,,,,,,,,,,,,,,09:30:08 AM,23/05/2021
3946,2,SRI YASHODA HOSPITAL-RAIKAL,,Jagtial,,,1,,-1,,,,,,2,4,,Jagtial,3,,,,,,0,,,-1,,9347397774,1621741274000.0,,,,,,,,,,,,,,,,,09:11:14 AM,23/05/2021
3947,8,SULOCHANA HOSPITAL,,Jagtial,,,2,,-1,,"Jagtial Rd, Ashok Nagar, Krishnanagar, Jagtial, Telangana 505455, India",,,,9,10,,Jagtial,8,505455,,,,,1,,,-1,,9440036031,1621749812000.0,,,,,,,,,,,,,,,,,11:33:32 AM,23/05/2021
3948,5,SWATHI HOSPITAL-METPALLY,,Jagtial,,,3,,-1,,,,,,2,5,,Jagtial,3,,,,,,2,,,-1,,9985081459,1621742450000.0,,,,,,,,,,,,,,,,,09:30:50 AM,23/05/2021
3949,3,SWETHA MULTI SPECIALITY HOSPITAL-JAGITYAL,,Jagtial,,,0,,-1,,,,,,6,10,,Jagtial,4,,,,,,4,,,-1,,9663144904,1621756903000.0,,,,,,,,,,,,,,,,,01:31:43 PM,23/05/2021
3950,7,VANI HOSPITAL,,Jagtial,,,2,,-1,,"Sri Rama Chowrastha Santhosh Nagar Old Bus Stand 505 327, Vidhya Nagar, Jagtial, Telangana 505327, India",,,,7,10,,Jagtial,3,505327,,,,,5,,,-1,,7680068049,1621758610000.0,,,,,,,,,,,,,,,,,02:00:10 PM,23/05/2021
3951,28,AJANTHA MULTI SPECIALITY AND CHILDREN HOSPITAL,,Jangaon,,,3,,-1,,"Stand, Jangaon Bus Depo, Ganesh Street, Jangaon, Telangana 506167, India",,,,19,28,,Jangaon,3,506167,,,,,3,,,-1,,9908227087,1621761893000.0,,,,,,,,,,,,,,,,,02:54:53 PM,23/05/2021
3952,4,KOTI RATNA HOSPITAL,,Jangaon,,,2,,-1,,"Suryapet Rd, Balaji Nagar, Jangaon, Telangana 506167, India",,,,10,4,,Jangaon,2,506167,,,,,10,,,-1,,9440170178,1619956153000.0,,,,,,,,,,,,,,,,,05:19:13 PM,02/05/2021
3953,8,RAVALI NURSING HOME,,Jangaon,,,0,,-1,,"#6-2-8, Nh163 ,Hyderabad Road, Jangaon, Kurumawada, Balaji Nagar, Hyderabad, Telangana 506167, India",,,,2,8,,Jangaon,0,506167,,,,,2,,,-1,,9866340952,1618807848000.0,,,,,,,,,,,,,,,,,10:20:48 AM,19/04/2021
3954,35,SRI SAI KRISHNA NURSING HOME ,,Jangaon,,,5,,-1,,"2-10-73 (Dr. Naik Hospital), Ganesh St, Ganesh Street, Jangaon, Telangana 506167, India",,,,10,35,,Jangaon,5,506167,,,,,5,,,-1,,9848743585,1621742562000.0,,,,,,,,,,,,,,,,,09:32:42 AM,23/05/2021
3955,9,SRI SRINIVASA HOSPITAL,,Jangaon,,,0,,-1,,"4-5-62/4, Sri Srinivasa Hospital, HNK road, behind Bus Depot, Bhavani Nagar, Jangaon, Telangana 506167, India",,,,3,9,,Jangaon,0,506167,,,,,3,,,-1,,9989911201,1618807900000.0,,,,,,,,,,,,,,,,,10:21:40 AM,19/04/2021
3956,1,SSK- JANGOAN,,Jangaon,,,3,,-1,,"Hyderabad - Warangal Hwy, Jangaon, Telangana 506167, India",,,,9,5,,Jangaon,6,506167,,,,,1,,,-1,,9912750422,1621744258000.0,,,,,,,,,,,,,,,,,10:00:58 AM,23/05/2021
3957,7,SWAPNA HOSPITAL ,,Jangaon,,,0,,-1,,"Sainagar, Balaji Nagar, Jangaon, Telangana 506167, India",,,,3,7,,Jangaon,0,506167,,,,,3,,,-1,,9010968666,1621738722000.0,,,,,,,,,,,,,,,,,08:28:42 AM,23/05/2021
3958,6,VIJAYA HOSPITAL ,,Komaram Bheem,,,0,,-1,,"H.No.2-1-120, Near New, Bus Stand, Peddapalli, Telangana 505172, India",,,,4,6,,Komaram Bheem,0,505172,,,,,4,,,-1,,9866634050,1618807930000.0,,,,,,,,,,,,,,,,,10:22:10 AM,19/04/2021
3959,6,GLOBAL CARE HOSPITAL,,Jayashankar,,,9,,-1,,"Bhupalpally Main Rd, Jawahar Nagar, Bhupalpally, Telangana 506169, India",,,,4,6,,Jayashankar,16,506169,,,,,4,,,-1,,8501881000,1621738601000.0,,,,,,,,,,,,,,,,,08:26:41 AM,23/05/2021
3960,10,KIRAN HOSPITAL,,Jayashankar,,,14,,-1,,,,,,10,10,,Jayashankar,14,,,,,,7,,,-1,,9848885252,1621738331000.0,,,,,,,,,,,,,,,,,08:22:11 AM,23/05/2021
3961,8,PRADHAN  HOSPITAL,,Jayashankar,,,3,,-1,,"MAIN ROAD, BUPALPALLY, JAYASHANKERBHUPALPALLY, Telangana 506169, India",,,,10,10,,Jayashankar,5,506169,,,,,9,,,-1,,9951617196,1621760991000.0,,,,,,,,,,,,,,,,,02:39:51 PM,23/05/2021
3962,7,SAI BALAJI MULTI SPECIALTY HOSPITAL,,Jayashankar,,,10,,-1,,,,,,10,10,,Jayashankar,10,,,,,,9,,,-1,,7207393919,1621762204000.0,,,,,,,,,,,,,,,,,03:00:04 PM,23/05/2021
3963,6,SMART CARE MULTISPECIALITY HOSPITAL,,Jayashankar,,,3,,-1,,"SSR Complex Dno 21-5, 47/11, Bhupalpally Main Rd, Manjoor Nagar, Bhupalpally, Telangana 506169, India",,,,3,9,,Jayashankar,7,506169,,,,,0,,,-1,,7907385064,1621758291000.0,,,,,,,,,,,,,,,,,01:54:51 PM,23/05/2021
3964,0,"AMRITHA HOSPITAL, ",,Jogulamba,,,0,,-1,,,,,,0,0,,Jogulamba,0,,,,,,0,,,-1,,"8374207689 , 9959306065",1619760829000.0,,,,,,,,,,,,,,,,,11:03:49 AM,30/04/2021
3965,2,BHUVANESHWARI NURSING HOME,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,"9440930488,  7989507914",1621749180000.0,,,,,,,,,,,,,,,,,11:23:00 AM,23/05/2021
3966,3,JANANI NURSING HOME,,Jogulamba,,,0,,-1,,,,,,0,3,,Jogulamba,0,,,,,,0,,,-1,,7702696986,1621663100000.0,,,,,,,,,,,,,,,,,11:28:20 AM,22/05/2021
3967,3,JAYAPRAJA HOSPITAL,,Jogulamba,,,0,,-1,,,,,,2,3,,Jogulamba,0,,,,,,2,,,-1,,9849486614,1621663326000.0,,,,,,,,,,,,,,,,,11:32:06 AM,22/05/2021
3968,2,LAXMI VENKATESWRA CHILDREN HOSPITAL ,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,"9542769895 , 9059876779",1621664001000.0,,,,,,,,,,,,,,,,,11:43:21 AM,22/05/2021
3969,3,MEDICARE SPECIALITY HOSPITAL,,Jogulamba,,,0,,-1,,,,,,0,3,,Jogulamba,0,,,,,,0,,,-1,,"9618756570, 6305439971",1621664153000.0,,,,,,,,,,,,,,,,,11:45:53 AM,22/05/2021
3970,2,"MONICA PRAJA VAIDHYASHALA, ",,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,9440862803,1621663854000.0,,,,,,,,,,,,,,,,,11:40:54 AM,22/05/2021
3971,2,NIRMALA NURSING HOME MATERNITY SURGICAL AND CHILDREN NURSING HOME,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,9849638287,1621663248000.0,,,,,,,,,,,,,,,,,11:30:48 AM,22/05/2021
3972,2,RAOS PRAJAVAIDYASHALA,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,9440662337,1621663437000.0,,,,,,,,,,,,,,,,,11:33:57 AM,22/05/2021
3973,4,SAI KRUPA HOSPITAL,,Jogulamba,,,0,,-1,,,,,,0,4,,Jogulamba,0,,,,,,0,,,-1,,"9441163090,  9494844320",1621761995000.0,,,,,,,,,,,,,,,,,02:56:35 PM,23/05/2021
3974,5,SAI SHIVA HOSPITAL,,Jogulamba,,,0,,-1,,,,,,0,5,,Jogulamba,0,,,,,,0,,,-1,,7386447209,1621663749000.0,,,,,,,,,,,,,,,,,11:39:09 AM,22/05/2021
3975,2,SATYA NARAYANA CHILDREN HOSPITAL,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,8008470414,1621664128000.0,,,,,,,,,,,,,,,,,11:45:28 AM,22/05/2021
3976,2,SHIVA SAI NURSING  HOME,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,9440356347,1621663161000.0,,,,,,,,,,,,,,,,,11:29:21 AM,22/05/2021
3977,2,"SRAVANTHI MULTISPECIALITY HOPSITAL, ",,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,9740117685,1621663902000.0,,,,,,,,,,,,,,,,,11:41:42 AM,22/05/2021
3978,1,SRAVANTHI MULTISPECIALITY HOSPITA,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,"9966883939 , 8008033807,  8500303622",1621755696000.0,,,,,,,,,,,,,,,,,01:11:36 PM,23/05/2021
3979,5,"SRI BALAJI HOSPITAL, ",,Jogulamba,,,0,,-1,,,,,,0,5,,Jogulamba,0,,,,,,0,,,-1,,9642742542,1621663977000.0,,,,,,,,,,,,,,,,,11:42:57 AM,22/05/2021
3980,2,SRI RAGHAVENDRA MOTHER AND CHILD HOSPITAL,,Jogulamba,,,0,,-1,,,,,,1,2,,Jogulamba,0,,,,,,1,,,-1,,"9966617567 , 9502121296",1621663693000.0,,,,,,,,,,,,,,,,,11:38:13 AM,22/05/2021
3981,1,"SRI. SRINIVARSNURSING HOME, ",,Jogulamba,,,0,,-1,,,,,,0,1,,Jogulamba,0,,,,,,0,,,-1,,9440645645,1621664100000.0,,,,,,,,,,,,,,,,,11:45:00 AM,22/05/2021
3982,2,"SRI VIJAYA RAYA MULTI SPECIALITY HOSPITAL, ",,Jogulamba,,,0,,-1,,,,,,1,2,,Jogulamba,0,,,,,,1,,,-1,,"95420540594 , 9160656686",1621663954000.0,,,,,,,,,,,,,,,,,11:42:34 AM,22/05/2021
3983,3,SUBHAKARA HOSPITALS ,,Jogulamba,,,0,,-1,,,,,,2,3,,Jogulamba,0,,,,,,2,,,-1,,"9849300805,  9866333668",1621757628000.0,,,,,,,,,,,,,,,,,01:43:48 PM,23/05/2021
3984,3,SUNITHA METERNITY NURSING HOME,,Jogulamba,,,0,,-1,,,,,,0,3,,Jogulamba,0,,,,,,0,,,-1,,"9848607273 , 9908175174",1621663407000.0,,,,,,,,,,,,,,,,,11:33:27 AM,22/05/2021
3985,2,SUN RISE HOSPITAL,,Jogulamba,,,0,,-1,,,,,,0,2,,Jogulamba,0,,,,,,0,,,-1,,8861446541,1621664175000.0,,,,,,,,,,,,,,,,,11:46:15 AM,22/05/2021
3986,4,"ADITHYA HOSPITAL H,NO-1-7-57/12.SIRICILLA ROAD ",,Kamareddy,,,0,,-1,,"1, 7, Kamareddy - Sircilla Rd, Rameswarpalle, Telangana 503111, India",,,,5,5,,Kamareddy,0,503111,,,,,4,,,-1,,9885707042,1621737264000.0,,,,,,,,,,,,,,,,,08:04:24 AM,23/05/2021
3987,5,AJAY HOSPITAL,,Kamareddy,,,0,,-1,,,,,,2,5,,Kamareddy,0,,,,,,2,,,-1,,9502128696,1621738723000.0,,,,,,,,,,,,,,,,,08:28:43 AM,23/05/2021
